EPSG:10176;EPSG;10176;Geocentric Coordinate Reference System;IGS20;;World: Afghanistan, Albania, Algeria, American Samoa, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belgium, Belgium, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Saint Eustasius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, British Indian Ocean Territory, British Virgin Islands, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Cape Verde, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Comoros, Congo, Cook Islands, Costa Rica, Côte d'Ivoire (Ivory Coast), Croatia, Cuba, Curacao, Cyprus, Czechia, Denmark, Djibouti, Dominica, Dominican Republic, East Timor, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini (Swaziland), Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, Finland, France, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, China - Hong Kong, Hungary, Iceland, India, Indonesia, Islamic Republic of Iran, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Kiribati, Democratic People's Republic of Korea (North Korea), Republic of Korea (South Korea), Kosovo, Kuwait, Kyrgyzstan, Lao People's Democratic Republic (Laos), Latvia, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Liechtenstein, Lithuania, Luxembourg, China - Macao, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Federated States of Micronesia, Monaco, Mongolia, Montenegro, Montserrat, Morocco, Mozambique, Myanmar (Burma), Namibia, Nauru, Nepal, Netherlands, New Caledonia, New Zealand, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, North Macedonia, Northern Mariana Islands, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea (PNG), Paraguay, Peru, Philippines, Pitcairn, Poland, Portugal, Puerto Rico, Qatar, Reunion, Romania, Russian Federation, Rwanda, St Barthelemy, St Kitts and Nevis, St Helena, Ascension and Tristan da Cunha, St Lucia, St Martin, St Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Slovakia (Slovak Republic), Slovenia, St Maarten, Solomon Islands, Somalia, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Thailand, The Democratic Republic of the Congo (Zaire), Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Türkiye (Turkey), Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates (UAE), United Kingdom (UK), United States (USA), United States Minor Outlying Islands, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, US Virgin Islands, Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe.;
EPSG:10177;EPSG;10177;Geographic 3D Coordinate Reference System;IGS20;;World.;
EPSG:10178;EPSG;10178;Geographic 2D Coordinate Reference System;IGS20;;World.;
EPSG:10183;EPSG;10183;Projected Coordinate Reference System;DoPw22 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Dovey Junction to Pwllheli.;
EPSG:10184;EPSG;10184;Compound Coordinate Reference System;DoPw22 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Dovey Junction to Pwllheli.;
EPSG:10185;EPSG;10185;Geographic 2D Coordinate Reference System;ShAb07-IRF;;United Kingdom (UK) - on or related to the rail route from Shrewsbury to Aberystwyth.;
EPSG:10188;EPSG;10188;Projected Coordinate Reference System;ShAb07 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Shrewsbury to Aberystwyth.;
EPSG:10189;EPSG;10189;Compound Coordinate Reference System;ShAb07 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Shrewsbury to Aberystwyth.;
EPSG:10191;EPSG;10191;Geographic 2D Coordinate Reference System;CNH22-IRF;;United Kingdom (UK) - on or related to the rail route from Crewe via Chester to Holyhead.;
EPSG:10194;EPSG;10194;Projected Coordinate Reference System;CNH22 Grid;Lambert Conic Conformal (2SP);United Kingdom (UK) - on or related to the rail route from Crewe via Chester to Holyhead.;
EPSG:10195;EPSG;10195;Compound Coordinate Reference System;CNH22 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Crewe via Chester to Holyhead.;
EPSG:10196;EPSG;10196;Geographic 2D Coordinate Reference System;CWS13-IRF;;United Kingdom (UK) - on or related to the rail route from from Chester via Wrexham to Shrewsbury.;
EPSG:10199;EPSG;10199;Projected Coordinate Reference System;CWS13 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from from Chester via Wrexham to Shrewsbury.;
EPSG:10200;EPSG;10200;Compound Coordinate Reference System;CWS13 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from from Chester via Wrexham to Shrewsbury.;
EPSG:10204;EPSG;10204;Geographic 2D Coordinate Reference System;DIBA15-IRF;;United Kingdom (UK) - on or related to the rail route from Didcot to Banbury.;
EPSG:10207;EPSG;10207;Projected Coordinate Reference System;DIBA15 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Didcot to Banbury.;
EPSG:10208;EPSG;10208;Compound Coordinate Reference System;DIBA15 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Didcot to Banbury.;
EPSG:10209;EPSG;10209;Geographic 2D Coordinate Reference System;GWPBS22-IRF;;United Kingdom (UK) - on or related to the rail route from London (Paddington) to Swansea.;
EPSG:10212;EPSG;10212;Projected Coordinate Reference System;GWPBS22 Grid;Lambert Conic Conformal (2SP);United Kingdom (UK) - on or related to the rail route from London (Paddington) to Swansea.;
EPSG:10213;EPSG;10213;Compound Coordinate Reference System;GWPBS22 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from London (Paddington) to Swansea.;
EPSG:10214;EPSG;10214;Geographic 2D Coordinate Reference System;GWWAB22-IRF;;United Kingdom (UK) - on or related to the rail routes around Cardiff and the valleys.;
EPSG:10217;EPSG;10217;Projected Coordinate Reference System;GWWAB22 Grid;Lambert Conic Conformal (2SP);United Kingdom (UK) - on or related to the rail routes around Cardiff and the valleys.;
EPSG:10218;EPSG;10218;Compound Coordinate Reference System;GWWAB22 Grid + ODN height;;United Kingdom (UK) - on or related to the rail routes around Cardiff and the valleys.;
EPSG:10219;EPSG;10219;Geographic 2D Coordinate Reference System;GWWWA22-IRF;;United Kingdom (UK) - on or related to the rail routes from Swansea to Pembroke Dock, Milford Haven and Fishguard.;
EPSG:10222;EPSG;10222;Projected Coordinate Reference System;GWWWA22 Grid;Lambert Conic Conformal (2SP);United Kingdom (UK) - on or related to the rail routes from Swansea to Pembroke Dock, Milford Haven and Fishguard.;
EPSG:10223;EPSG;10223;Compound Coordinate Reference System;GWWWA22 Grid + ODN height;;United Kingdom (UK) - on or related to the rail routes from Swansea to Pembroke Dock, Milford Haven and Fishguard.;
EPSG:10224;EPSG;10224;Geographic 2D Coordinate Reference System;MALS09-IRF;;United Kingdom (UK) - on or related to the rail route from London (Marylebone) to Leamington Spa.;
EPSG:10227;EPSG;10227;Projected Coordinate Reference System;MALS09 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from London (Marylebone) to Leamington Spa.;
EPSG:10228;EPSG;10228;Compound Coordinate Reference System;MALS09 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from London (Marylebone) to Leamington Spa.;
EPSG:10229;EPSG;10229;Geographic 2D Coordinate Reference System;OxWo08-IRF;;United Kingdom (UK) - on or related to the rail route from Oxford to Worcester.;
EPSG:10235;EPSG;10235;Projected Coordinate Reference System;OxWo08 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Oxford to Worcester.;
EPSG:10236;EPSG;10236;Compound Coordinate Reference System;OxWo08 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Oxford to Worcester.;
EPSG:10237;EPSG;10237;Geographic 2D Coordinate Reference System;SYC20-IRF;;United Kingdom (UK) - on or related to the rail route from Shrewsbury to Crewe.;
EPSG:10240;EPSG;10240;Projected Coordinate Reference System;SYC20 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Shrewsbury to Crewe.;
EPSG:10241;EPSG;10241;Compound Coordinate Reference System;SYC20 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Shrewsbury to Crewe.;
EPSG:10245;EPSG;10245;Compound Coordinate Reference System;Slovenia 1996 + SVS2010 height;;Slovenia - onshore.;
EPSG:10246;EPSG;10246;Compound Coordinate Reference System;Slovenia 1996 / Slovene National Grid + SVS2010 height;;Slovenia - onshore.;
EPSG:10272;EPSG;10272;Geographic 2D Coordinate Reference System;SMITB20-IRF;;United Kingdom (UK) - on or related to the rail route from Okehampton to Penstone.;
EPSG:10275;EPSG;10275;Projected Coordinate Reference System;SMITB20 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Okehampton to Penstone.;
EPSG:10276;EPSG;10276;Compound Coordinate Reference System;SMITB20 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Okehampton to Penstone.;
EPSG:10277;EPSG;10277;Geographic 2D Coordinate Reference System;RBEPP12-IRF;;United Kingdom (UK) - on or related to the rail route from Reading via Newbury to Penzance.;
EPSG:10280;EPSG;10280;Projected Coordinate Reference System;RBEPP12 Grid;Lambert Conic Conformal (2SP);United Kingdom (UK) - on or related to the rail route from Reading via Newbury to Penzance.;
EPSG:10281;EPSG;10281;Compound Coordinate Reference System;RBEPP12 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Reading via Newbury to Penzance.;
EPSG:11114;EPSG;11114;Projected Coordinate Reference System;MAGNA-SIRGAS 2018 / Colombia Far West zone;Transverse Mercator;Colombia - mainland onshore west of 4°30'W of Bogota (approximately 78°35'W of Greenwich).;
EPSG:11115;EPSG;11115;Projected Coordinate Reference System;MAGNA-SIRGAS 2018 / Colombia West zone;Transverse Mercator;Colombia - onshore between 4°30'W and 1°30'W of Bogota (approximately 78°35'W and 75°35'W of Greenwich).;
EPSG:11116;EPSG;11116;Projected Coordinate Reference System;MAGNA-SIRGAS 2018 / Colombia Bogota zone;Transverse Mercator;Colombia - onshore between 1°30'W and 1°30'E of Bogota (approximately 75°35'W and 72°35'W of Greenwich).;
EPSG:11117;EPSG;11117;Projected Coordinate Reference System;MAGNA-SIRGAS 2018 / Colombia East Central zone;Transverse Mercator;Colombia - onshore between 1°30'E and 4°30'E of Bogota (approximately 72°35'W and 69°35'W of Greenwich).;
EPSG:11118;EPSG;11118;Projected Coordinate Reference System;MAGNA-SIRGAS 2018 / Colombia East zone;Transverse Mercator;Colombia - east of 4°30'E of Bogota (approximately 69°35'W of Greenwich).;
EPSG:2000;EPSG;2000;Projected Coordinate Reference System;Anguilla 1957 / British West Indies Grid;Transverse Mercator;Anguilla - onshore.;
EPSG:20000;EPSG;20000;Vertical Coordinate Reference System;SVD2006 height;;Arctic (Norway (Svalbard) onshore and offshore) - between 81°10'N and 76°10'N.;
EPSG:20001;EPSG;20001;Compound Coordinate Reference System;ETRS89 + SVD2006 height;;Arctic (Norway (Svalbard) onshore and offshore) - between 81°10'N and 76°10'N.;
EPSG:20002;EPSG;20002;Projected Coordinate Reference System;MWC18 Grid;Transverse Mercator;United Kingdom (UK) - on or related to the rail route from Manchester via Wigan and Liverpool to Chester.;
EPSG:20003;EPSG;20003;Compound Coordinate Reference System;MWC18 Grid + ODN height;;United Kingdom (UK) - on or related to the rail route from Manchester via Wigan and Liverpool to Chester.;
EPSG:20004;EPSG;20004;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 4;Transverse Mercator;Russian Federation - onshore west of 24°E - Kaliningrad.;
EPSG:20005;EPSG;20005;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 5;Transverse Mercator;Russian Federation - onshore between 24°E and 30°E.;
EPSG:20006;EPSG;20006;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 6;Transverse Mercator;Russian Federation - onshore between 30°E and 36°E.;
EPSG:20007;EPSG;20007;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 7;Transverse Mercator;Russian Federation - onshore between 36°E and 42°E.;
EPSG:20008;EPSG;20008;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 8;Transverse Mercator;Russian Federation - onshore between 42°E and 48°E.;
EPSG:20009;EPSG;20009;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 9;Transverse Mercator;Russian Federation - onshore between 48°E and 54°E.;
EPSG:2001;EPSG;2001;Projected Coordinate Reference System;Antigua 1943 / British West Indies Grid;Transverse Mercator;Antigua island - onshore.;
EPSG:20010;EPSG;20010;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 10;Transverse Mercator;Russian Federation - onshore between 54°E and 60°E.;
EPSG:20011;EPSG;20011;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 11;Transverse Mercator;Russian Federation - onshore between 60°E and 66°E.;
EPSG:20012;EPSG;20012;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 12;Transverse Mercator;Russian Federation - onshore between 66°E and 72°E .;
EPSG:20013;EPSG;20013;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 13;Transverse Mercator;Russian Federation - onshore between 72°E and 78°E.;
EPSG:20014;EPSG;20014;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 14;Transverse Mercator;Russian Federation - onshore between 78°E and 84°E.;
EPSG:20015;EPSG;20015;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 15;Transverse Mercator;Russian Federation - onshore between 84°E and 90°E.;
EPSG:20016;EPSG;20016;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 16;Transverse Mercator;Russian Federation - onshore between 90°E and 96°E.;
EPSG:20017;EPSG;20017;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 17;Transverse Mercator;Russian Federation - onshore between 96°E and 102°E.;
EPSG:20018;EPSG;20018;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 18;Transverse Mercator;Russian Federation - onshore between 102°E and 108°E.;
EPSG:20019;EPSG;20019;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 19;Transverse Mercator;Russian Federation - onshore between 108°E and 114°E.;
EPSG:2002;EPSG;2002;Projected Coordinate Reference System;Dominica 1945 / British West Indies Grid;Transverse Mercator;Dominica - onshore.;
EPSG:20020;EPSG;20020;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 20;Transverse Mercator;Russian Federation - onshore between 114°E and 120°E.;
EPSG:20021;EPSG;20021;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 21;Transverse Mercator;Russian Federation - onshore between 120°E and 126°E.;
EPSG:20022;EPSG;20022;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 22;Transverse Mercator;Russian Federation - onshore between 126°E and 132°E.;
EPSG:20023;EPSG;20023;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 23;Transverse Mercator;Russian Federation - onshore between 132°E and 138°E.;
EPSG:20024;EPSG;20024;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 24;Transverse Mercator;Russian Federation - onshore between 138°E and 144°E.;
EPSG:20025;EPSG;20025;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 25;Transverse Mercator;Russian Federation - onshore between 144°E and 150°E.;
EPSG:20026;EPSG;20026;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 26;Transverse Mercator;Russian Federation - onshore between 150°E and 156°E.;
EPSG:20027;EPSG;20027;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 27;Transverse Mercator;Russian Federation - onshore between 156°E and 162°E.;
EPSG:20028;EPSG;20028;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 28;Transverse Mercator;Russian Federation - onshore between 162°E and 168°E.;
EPSG:20029;EPSG;20029;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 29;Transverse Mercator;Russian Federation - onshore between 168°E and 174°E.;
EPSG:2003;EPSG;2003;Projected Coordinate Reference System;Grenada 1953 / British West Indies Grid;Transverse Mercator;Grenada and southern Grenadine Islands - onshore.;
EPSG:20030;EPSG;20030;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 30;Transverse Mercator;Russian Federation - onshore between 174°E and 180°E .;
EPSG:20031;EPSG;20031;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 31;Transverse Mercator;Russian Federation - onshore between 180°E and 174°W.;
EPSG:20032;EPSG;20032;Projected Coordinate Reference System;Pulkovo 1995 / Gauss-Kruger zone 32;Transverse Mercator;Russian Federation - onshore east of 174°W.;
EPSG:20033;EPSG;20033;Geographic 2D Coordinate Reference System;MWC18-IRF;;United Kingdom (UK) - on or related to the rail route from Manchester via Wigan and Liverpool to Chester.;
EPSG:20034;EPSG;20034;Vertical Coordinate Reference System;CGVD2013a(2002) height;;Canada - onshore and offshore - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon.;
EPSG:20035;EPSG;20035;Vertical Coordinate Reference System;CGVD2013a(1997) height;;Canada - onshore and offshore - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon.;
EPSG:20036;EPSG;20036;Vertical Coordinate Reference System;INAGeoid2020 v2 height;;Indonesia - onshore and offshore.;
EPSG:20037;EPSG;20037;Compound Coordinate Reference System;NAD83(CSRS)v4 + CGVD2013a(2002) height;;Canada - onshore and offshore - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon.;
EPSG:20038;EPSG;20038;Compound Coordinate Reference System;NAD83(CSRS)v3 + CGVD2013a(1997) height;;Canada - onshore and offshore - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon.;
EPSG:20039;EPSG;20039;Geocentric Coordinate Reference System;SIRGAS-Chile 2021;;Chile - onshore and offshore. Includes Easter Island, Juan Fernandez Islands, San Felix, and Sala y Gomez.;
EPSG:2004;EPSG;2004;Projected Coordinate Reference System;Montserrat 1958 / British West Indies Grid;Transverse Mercator;Montserrat - onshore.;
EPSG:20040;EPSG;20040;Geographic 3D Coordinate Reference System;SIRGAS-Chile 2021;;Chile - onshore and offshore. Includes Easter Island, Juan Fernandez Islands, San Felix, and Sala y Gomez.;
EPSG:20041;EPSG;20041;Geographic 2D Coordinate Reference System;SIRGAS-Chile 2021;;Chile - onshore and offshore. Includes Easter Island, Juan Fernandez Islands, San Felix, and Sala y Gomez.;
EPSG:20042;EPSG;20042;Projected Coordinate Reference System;SIRGAS-Chile 2021 / UTM zone 12S;Transverse Mercator;Chile - Easter Island onshore and offshore - west of 108°W.;
EPSG:20043;EPSG;20043;Compound Coordinate Reference System;SRGI2013 + INAGeoid2020 v2 height;;Indonesia - onshore and offshore.;
EPSG:20044;EPSG;20044;Geocentric Coordinate Reference System;MAGNA-SIRGAS 2018;;Colombia - onshore and offshore. Includes San Andres y Providencia, Malpelo Islands, Roncador Bank, Serrana Bank and Serranilla Bank.;
EPSG:20045;EPSG;20045;Geographic 3D Coordinate Reference System;MAGNA-SIRGAS 2018;;Colombia - onshore and offshore. Includes San Andres y Providencia, Malpelo Islands, Roncador Bank, Serrana Bank and Serranilla Bank.;
EPSG:20046;EPSG;20046;Geographic 2D Coordinate Reference System;MAGNA-SIRGAS 2018;;Colombia - onshore and offshore. Includes San Andres y Providencia, Malpelo Islands, Roncador Bank, Serrana Bank and Serranilla Bank.;
EPSG:20047;EPSG;20047;Projected Coordinate Reference System;GDA2020 / BCSG2020;Transverse Mercator;Australia - Brisbane and surrounding area. Also applicable in other local authorities in south-east Queensland (Gold Coast, Logan, Ipswich, Scenic Rim, Redland, Moreton Bay, Sunshine Coast, Noosa, eastern part of Gympie, eastern part of Fraser Coast) and north-east New South Wales (Tweed, Byron, Lismore, Kyogle, Ballina and Richmond Valley).;
EPSG:20048;EPSG;20048;Projected Coordinate Reference System;SIRGAS-Chile 2021 / UTM zone 18S;Transverse Mercator;Chile - 78°W to 72°W, onshore and offshore.;
EPSG:20049;EPSG;20049;Projected Coordinate Reference System;SIRGAS-Chile 2021 / UTM zone 19S;Transverse Mercator;Chile - 72°W to 66°W, onshore and offshore.;
EPSG:2005;EPSG;2005;Projected Coordinate Reference System;St. Kitts 1955 / British West Indies Grid;Transverse Mercator;St Kitts and Nevis - onshore.;
EPSG:20050;EPSG;20050;Projected Coordinate Reference System;NAD83(2011) / Amtrak NECCS21 (ft);Hotine Oblique Mercator (variant B);United States (USA) - parts of Connecticut, Delaware, District of Columbia, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Rhode Island and Virginia on or related to the Amtrak northeast corridor rail route from Boston to Washington DC via New York and Philadelphia.;
EPSG:2006;EPSG;2006;Projected Coordinate Reference System;St. Lucia 1955 / British West Indies Grid;Transverse Mercator;St Lucia - onshore.;
EPSG:2007;EPSG;2007;Projected Coordinate Reference System;St. Vincent 45 / British West Indies Grid;Transverse Mercator;St Vincent and the northern Grenadine Islands - onshore.;
EPSG:2009;EPSG;2009;Projected Coordinate Reference System;NAD27(CGQ77) / SCoPQ zone 3;Transverse Mercator;Canada - Quebec - east of 60°W.;
EPSG:2010;EPSG;2010;Projected Coordinate Reference System;NAD27(CGQ77) / SCoPQ zone 4;Transverse Mercator;Canada - Quebec - between 63°W and 60°W.;
EPSG:2011;EPSG;2011;Projected Coordinate Reference System;NAD27(CGQ77) / SCoPQ zone 5;Transverse Mercator;Canada - Quebec - between 66°W and 63°W.;
EPSG:2012;EPSG;2012;Projected Coordinate Reference System;NAD27(CGQ77) / SCoPQ zone 6;Transverse Mercator;Canada - Quebec - between 69°W and 66°W.;
